user_id,total_points_earned,total_points_spent,current_balance,first_activity,last_activity
100301,0,0,0,,
100245,0,0,0,,
100342,0,0,0,,
100193,2000,0,2000,2026-01-13 15:20:49.000 -0500,2026-01-13 15:20:49.000 -0500
100415,0,0,0,,
100397,0,0,0,,
100037,4000,500,3500,2026-01-07 18:28:50.000 -0500,2026-01-20 10:52:09.000 -0500
100455,0,0,0,,
100329,0,0,0,,
100383,35000,0,35000,2026-03-27 05:26:36.000 -0400,2026-03-27 05:26:36.000 -0400
100251,2000,0,2000,2026-01-27 15:11:14.000 -0500,2026-01-27 15:11:14.000 -0500
100147,9960,0,9960,2025-12-30 21:36:23.000 -0500,2025-12-30 21:55:48.000 -0500
100381,38000,0,38000,2026-03-27 18:51:38.000 -0400,2026-03-27 18:51:38.000 -0400
100322,0,0,0,,
100172,0,0,0,,
100356,0,0,0,,
100137,0,0,0,,
100150,123860,1080,122780,2026-01-02 13:19:57.000 -0500,2026-05-09 11:50:42.000 -0400
100352,0,0,0,,
100327,0,0,0,,
100535,0,0,0,,
100160,0,0,0,,
100177,50800,0,50800,2026-01-25 17:18:03.000 -0500,2026-03-05 23:15:08.000 -0500
100144,126535,2500,124035,2026-01-03 19:11:06.000 -0500,2026-05-11 23:48:46.000 -0400
100465,0,0,0,,
100515,10000,0,10000,2026-05-07 11:32:39.000 -0400,2026-05-07 11:32:39.000 -0400
100200,300,0,300,2026-02-16 20:57:50.000 -0500,2026-02-16 20:57:50.000 -0500
100346,19300,1500,17800,2026-03-20 13:51:42.000 -0400,2026-03-20 14:02:50.000 -0400
100016,0,0,0,,
100062,0,0,0,,
100218,45300,1400,43900,2026-02-23 11:37:35.000 -0500,2026-02-23 11:53:39.000 -0500
100321,55300,750,54550,2026-03-02 17:10:49.000 -0500,2026-03-02 19:13:39.000 -0500
100334,0,0,0,,
100484,0,0,0,,
100225,6000,500,5500,2026-01-20 15:38:43.000 -0500,2026-01-20 20:27:11.000 -0500
100232,66345,3300,63045,2026-01-23 16:19:30.000 -0500,2026-03-04 14:26:59.000 -0500
100445,0,0,0,,
100297,11300,0,11300,2026-02-09 11:59:32.000 -0500,2026-02-09 12:06:19.000 -0500
100091,0,0,0,,
100443,0,0,0,,
100429,0,0,0,,
100194,79075,2150,76925,2026-05-04 20:39:25.000 -0400,2026-05-06 12:39:39.000 -0400
100178,4250,0,4250,2026-01-07 22:48:58.000 -0500,2026-01-07 23:29:18.000 -0500
100135,0,0,0,,
100114,60150,3270,56880,2026-02-23 13:19:50.000 -0500,2026-02-23 14:15:32.000 -0500
100127,79780,0,79780,2026-03-01 17:02:56.000 -0500,2026-05-12 11:54:17.000 -0400
100281,0,0,0,,
100025,0,0,0,,
100501,0,0,0,,
100300,43800,0,43800,2026-02-23 12:22:54.000 -0500,2026-02-23 12:28:10.000 -0500
100212,0,0,0,,
100028,0,0,0,,
100450,0,0,0,,
100337,0,0,0,,
100153,2000,0,2000,2026-01-05 13:04:05.000 -0500,2026-01-05 13:04:05.000 -0500
100269,0,0,0,,
100283,0,0,0,,
100353,0,0,0,,
100101,6000,500,5500,2025-12-11 17:35:48.000 -0500,2025-12-30 14:39:23.000 -0500
100510,0,0,0,,
100176,73255,1250,72005,2026-01-09 22:56:58.000 -0500,2026-04-27 13:29:49.000 -0400
100332,0,0,0,,
100261,4500,0,4500,2026-02-03 08:23:24.000 -0500,2026-02-03 08:23:24.000 -0500
100123,73400,0,73400,2026-03-04 14:41:01.000 -0500,2026-03-20 10:44:56.000 -0400
100191,0,0,0,,
